station,valid,tmpf,dwpf,sknt,drct,alti,p01i,skyc1
LAX,2026-07-19 05:53,69.00,65.00,7.00,230.00,29.97,0.00,SCT
LAX,2026-07-19 06:53,69.00,64.00,6.00,280.00,29.98,0.00,BKN
LAX,2026-07-19 07:53,69.00,65.00,4.00,null,29.99,0.00,BKN
LAX,2026-07-19 08:53,68.00,64.00,6.00,240.00,29.99,0.00,BKN
LAX,2026-07-19 09:53,68.00,64.00,4.00,230.00,29.98,0.00,BKN
LAX,2026-07-19 10:53,68.00,64.00,0.00,0.00,29.97,0.00,BKN
LAX,2026-07-19 11:53,69.00,64.00,0.00,0.00,29.97,0.00,SCT
LAX,2026-07-19 12:53,69.00,64.00,0.00,0.00,29.97,0.00,BKN
LAX,2026-07-19 13:53,70.00,64.00,3.00,null,29.97,0.00,BKN
LAX,2026-07-19 14:53,71.00,64.00,0.00,0.00,29.97,0.00,BKN
LAX,2026-07-19 15:53,72.00,65.00,0.00,0.00,29.96,0.00,FEW
LAX,2026-07-19 16:53,76.00,65.00,6.00,270.00,29.95,0.00,FEW
LAX,2026-07-19 17:53,76.00,64.00,9.00,260.00,29.95,0.00,FEW
LAX,2026-07-19 18:53,77.00,64.00,10.00,240.00,29.95,0.00,FEW
LAX,2026-07-19 19:53,76.00,65.00,8.00,260.00,29.94,0.00,FEW
LAX,2026-07-19 20:53,77.00,65.00,10.00,270.00,29.92,0.00,FEW
LAX,2026-07-19 21:53,77.00,65.00,10.00,270.00,29.90,0.00,FEW
LAX,2026-07-19 22:53,76.00,65.00,11.00,260.00,29.88,0.00,FEW
LAX,2026-07-19 23:53,75.00,66.00,16.00,260.00,29.87,0.00,FEW
LAX,2026-07-20 00:53,74.00,66.00,17.00,260.00,29.87,0.00,FEW
LAX,2026-07-20 01:53,72.00,66.00,14.00,250.00,29.86,0.00,FEW
LAX,2026-07-20 02:53,70.00,66.00,5.00,null,29.87,0.00,FEW
LAX,2026-07-20 03:53,69.00,65.00,8.00,230.00,29.89,0.00,SCT
LAX,2026-07-20 04:53,69.00,65.00,6.00,230.00,29.91,0.00,SCT
LAX,2026-07-20 05:53,69.00,64.00,6.00,230.00,29.93,0.00,FEW
LAX,2026-07-20 06:53,69.00,64.00,6.00,230.00,29.93,0.00,FEW
LAX,2026-07-20 07:53,69.00,65.00,6.00,240.00,29.93,0.00,FEW
LAX,2026-07-20 08:53,69.00,64.00,4.00,null,29.91,0.00,FEW
LAX,2026-07-20 09:53,68.00,64.00,3.00,80.00,29.90,0.00,FEW
LAX,2026-07-20 10:53,68.00,64.00,0.00,0.00,29.90,0.00,FEW
LAX,2026-07-20 11:53,68.00,64.00,0.00,0.00,29.91,0.00,FEW
LAX,2026-07-20 12:53,69.00,65.00,3.00,160.00,29.93,0.00,FEW
LAX,2026-07-20 13:53,69.00,65.00,3.00,140.00,29.94,0.00,OVC
LAX,2026-07-20 14:53,70.00,64.00,5.00,110.00,29.95,0.00,SCT
LAX,2026-07-20 15:53,74.00,64.00,3.00,40.00,29.95,0.00,FEW
LAX,2026-07-20 16:53,78.00,62.00,0.00,0.00,29.95,0.00,FEW
LAX,2026-07-20 17:53,81.00,61.00,0.00,0.00,29.94,0.00,FEW
LAX,2026-07-20 18:53,79.00,65.00,11.00,250.00,29.94,0.00,FEW
LAX,2026-07-20 19:53,79.00,65.00,12.00,250.00,29.93,0.00,FEW
LAX,2026-07-20 20:53,78.00,65.00,9.00,260.00,29.92,0.00,FEW
LAX,2026-07-20 21:53,78.00,65.00,10.00,260.00,29.90,0.00,BKN
LAX,2026-07-20 23:53,77.00,66.00,12.00,270.00,29.88,0.00,SCT
LAX,2026-07-21 00:53,75.00,65.00,10.00,260.00,29.87,0.00,SCT
LAX,2026-07-21 01:53,74.00,66.00,9.00,260.00,29.87,0.00,FEW
LAX,2026-07-21 02:53,72.00,65.00,8.00,240.00,29.88,0.00,FEW
LAX,2026-07-21 03:53,71.00,66.00,5.00,280.00,29.89,0.00,SCT
LAX,2026-07-21 04:53,71.00,65.00,8.00,260.00,29.91,0.00,SCT
LAX,2026-07-21 05:53,72.00,65.00,4.00,250.00,29.92,0.00,BKN
LAX,2026-07-21 06:53,72.00,62.00,6.00,240.00,29.92,0.00,BKN
LAX,2026-07-21 07:53,72.00,64.00,3.00,210.00,29.92,0.00,BKN
LAX,2026-07-21 08:53,71.00,67.00,5.00,240.00,29.91,0.00,BKN
LAX,2026-07-21 09:53,71.00,67.00,5.00,240.00,29.92,0.00,FEW
LAX,2026-07-21 10:53,70.00,67.00,3.00,250.00,29.93,0.00,FEW
LAX,2026-07-21 11:53,70.00,67.00,3.00,260.00,29.94,0.00,FEW
LAX,2026-07-21 12:53,70.00,67.00,3.00,90.00,29.96,0.00,FEW
LAX,2026-07-21 13:53,70.00,67.00,3.00,260.00,29.97,0.00,FEW
LAX,2026-07-21 14:53,73.00,67.00,0.00,0.00,29.99,0.00,FEW
LAX,2026-07-21 15:53,76.00,65.00,3.00,90.00,30.00,0.00,FEW
LAX,2026-07-21 16:53,78.00,67.00,4.00,310.00,30.00,0.00,FEW
LAX,2026-07-21 17:53,81.00,66.00,8.00,260.00,29.99,0.00,FEW
LAX,2026-07-21 18:53,80.00,65.00,10.00,250.00,29.99,0.00,FEW
LAX,2026-07-21 19:53,79.00,65.00,13.00,250.00,29.99,0.00,FEW
LAX,2026-07-21 20:53,80.00,59.00,13.00,250.00,29.99,0.00,FEW
LAX,2026-07-21 21:53,80.00,61.00,11.00,230.00,29.98,0.00,FEW
LAX,2026-07-21 22:53,80.00,61.00,14.00,260.00,29.96,0.00,FEW
LAX,2026-07-21 23:53,79.00,64.00,14.00,260.00,29.95,0.00,FEW
LAX,2026-07-22 00:53,77.00,59.00,15.00,270.00,29.95,0.00,FEW
LAX,2026-07-22 01:53,76.00,59.00,17.00,250.00,29.95,0.00,CLR
LAX,2026-07-22 02:53,74.00,63.00,13.00,270.00,29.97,0.00,FEW
LAX,2026-07-22 03:53,74.00,62.00,10.00,270.00,29.98,0.00,FEW
LAX,2026-07-22 04:53,73.00,66.00,11.00,260.00,30.00,0.00,FEW
LAX,2026-07-22 05:53,72.00,68.00,10.00,260.00,30.00,0.00,SCT
LAX,2026-07-22 06:53,72.00,68.00,11.00,260.00,30.00,0.00,SCT
LAX,2026-07-22 07:53,71.00,68.00,10.00,260.00,30.00,0.00,FEW
LAX,2026-07-22 08:53,70.00,67.00,9.00,250.00,29.99,0.00,FEW
LAX,2026-07-22 09:53,70.00,67.00,6.00,250.00,29.97,0.00,FEW
LAX,2026-07-22 10:53,70.00,67.00,8.00,260.00,29.97,0.00,FEW
LAX,2026-07-22 11:53,70.00,67.00,7.00,260.00,29.97,0.00,FEW
LAX,2026-07-22 12:53,69.00,67.00,5.00,230.00,29.98,0.00,FEW
LAX,2026-07-22 13:53,69.00,66.00,5.00,230.00,30.00,0.00,FEW
LAX,2026-07-22 14:53,69.00,67.00,3.00,260.00,30.01,0.00,FEW
LAX,2026-07-22 15:53,70.00,66.00,4.00,200.00,30.01,0.00,FEW
LAX,2026-07-22 16:53,72.00,67.00,3.00,170.00,30.00,0.00,FEW
LAX,2026-07-22 17:53,73.00,67.00,9.00,230.00,29.99,0.00,SCT
LAX,2026-07-22 18:53,75.00,66.00,8.00,240.00,29.99,0.00,FEW
LAX,2026-07-22 19:53,75.00,66.00,9.00,230.00,29.97,0.00,SCT
LAX,2026-07-22 20:53,76.00,65.00,14.00,270.00,29.96,0.00,FEW
LAX,2026-07-22 21:53,77.00,63.00,16.00,260.00,29.94,0.00,FEW
LAX,2026-07-22 22:53,77.00,64.00,12.00,230.00,29.92,0.00,FEW
LAX,2026-07-22 23:53,76.00,65.00,12.00,230.00,29.90,0.00,FEW
LAX,2026-07-23 00:53,76.00,66.00,14.00,240.00,29.88,0.00,CLR
LAX,2026-07-23 01:53,74.00,64.00,12.00,250.00,29.87,0.00,CLR
LAX,2026-07-23 02:53,73.00,64.00,11.00,250.00,29.87,0.00,CLR
LAX,2026-07-23 03:53,72.00,63.00,12.00,250.00,29.88,0.00,CLR
LAX,2026-07-23 04:53,71.00,63.00,10.00,250.00,29.90,0.00,CLR
LAX,2026-07-23 05:53,70.00,63.00,10.00,260.00,29.90,0.00,CLR
LAX,2026-07-23 06:53,70.00,64.00,5.00,240.00,29.90,0.00,CLR
LAX,2026-07-23 07:53,70.00,65.00,4.00,170.00,29.90,0.00,CLR
LAX,2026-07-23 08:53,69.00,64.00,0.00,0.00,29.89,0.00,CLR
LAX,2026-07-23 09:53,69.00,64.00,3.00,210.00,29.87,0.00,CLR
LAX,2026-07-23 10:53,69.00,64.00,0.00,0.00,29.88,0.00,CLR
LAX,2026-07-23 11:53,69.00,64.00,3.00,20.00,29.87,0.00,FEW
LAX,2026-07-23 12:53,69.00,64.00,0.00,0.00,29.87,0.00,FEW
LAX,2026-07-23 13:53,71.00,64.00,0.00,0.00,29.88,0.00,FEW
LAX,2026-07-23 14:53,72.00,65.00,0.00,0.00,29.90,0.00,FEW
LAX,2026-07-23 15:53,76.00,64.00,4.00,120.00,29.90,0.00,FEW
LAX,2026-07-23 16:53,76.00,65.00,7.00,240.00,29.89,0.00,CLR
LAX,2026-07-23 17:53,78.00,65.00,8.00,250.00,29.89,0.00,CLR
LAX,2026-07-23 18:53,79.00,65.00,10.00,270.00,29.88,0.00,CLR
LAX,2026-07-23 19:53,78.00,65.00,13.00,260.00,29.87,0.00,FEW
LAX,2026-07-23 20:53,80.00,62.00,13.00,250.00,29.86,0.00,FEW
LAX,2026-07-23 21:53,79.00,63.00,15.00,260.00,29.85,0.00,FEW
LAX,2026-07-23 22:53,79.00,61.00,16.00,260.00,29.83,0.00,FEW
LAX,2026-07-23 23:53,78.00,62.00,15.00,260.00,29.83,0.00,FEW
LAX,2026-07-24 00:53,77.00,63.00,13.00,250.00,29.82,0.00,FEW
LAX,2026-07-24 01:53,75.00,62.00,14.00,250.00,29.82,0.00,FEW
LAX,2026-07-24 02:53,73.00,63.00,8.00,230.00,29.83,0.00,FEW
LAX,2026-07-24 03:53,73.00,62.00,7.00,220.00,29.84,0.00,FEW
LAX,2026-07-24 04:53,73.00,62.00,6.00,230.00,29.86,0.00,CLR
LAX,2026-07-24 05:53,71.00,61.00,7.00,240.00,29.86,0.00,CLR
LAX,2026-07-24 06:53,71.00,65.00,6.00,200.00,29.87,0.00,FEW
LAX,2026-07-24 07:53,71.00,65.00,4.00,220.00,29.87,0.00,FEW
LAX,2026-07-24 08:53,70.00,63.00,3.00,220.00,29.87,0.00,FEW
LAX,2026-07-24 09:53,69.00,64.00,4.00,240.00,29.86,0.00,FEW
LAX,2026-07-24 10:53,69.00,64.00,4.00,230.00,29.86,0.00,FEW
LAX,2026-07-24 11:53,68.00,65.00,7.00,250.00,29.87,0.00,FEW
LAX,2026-07-24 12:53,68.00,64.00,5.00,250.00,29.88,0.00,FEW
LAX,2026-07-24 13:53,69.00,65.00,4.00,220.00,29.89,0.00,FEW
LAX,2026-07-24 14:53,71.00,65.00,0.00,0.00,29.90,0.00,FEW
LAX,2026-07-24 15:53,73.00,65.00,5.00,260.00,29.91,0.00,FEW
LAX,2026-07-24 16:53,75.00,65.00,4.00,230.00,29.91,0.00,FEW
LAX,2026-07-24 17:53,77.00,65.00,9.00,270.00,29.90,0.00,FEW
LAX,2026-07-24 18:53,78.00,65.00,10.00,270.00,29.90,0.00,FEW
LAX,2026-07-24 19:53,77.00,65.00,10.00,270.00,29.90,0.00,FEW
LAX,2026-07-24 20:53,77.00,65.00,10.00,260.00,29.89,0.00,FEW
LAX,2026-07-24 21:53,77.00,65.00,11.00,270.00,29.87,0.00,FEW
LAX,2026-07-24 22:53,77.00,66.00,10.00,270.00,29.86,0.00,FEW
LAX,2026-07-24 23:53,75.00,66.00,9.00,250.00,29.85,0.00,FEW
LAX,2026-07-25 00:53,75.00,66.00,10.00,270.00,29.84,0.00,FEW
LAX,2026-07-25 01:53,75.00,65.00,8.00,260.00,29.84,0.00,FEW
LAX,2026-07-25 02:53,73.00,65.00,7.00,250.00,29.85,0.00,FEW
LAX,2026-07-25 03:53,72.00,64.00,5.00,250.00,29.86,0.00,FEW
LAX,2026-07-25 04:53,72.00,65.00,4.00,250.00,29.88,0.00,FEW
LAX,2026-07-25 05:53,72.00,65.00,0.00,0.00,29.88,0.00,FEW
LAX,2026-07-25 06:53,72.00,64.00,4.00,250.00,29.89,0.00,FEW
LAX,2026-07-25 07:53,72.00,65.00,3.00,null,29.89,0.00,SCT
LAX,2026-07-25 08:53,72.00,65.00,0.00,0.00,29.89,0.00,BKN
LAX,2026-07-25 09:53,71.00,65.00,0.00,0.00,29.89,0.00,BKN
LAX,2026-07-25 10:53,71.00,65.00,3.00,80.00,29.87,0.00,BKN
LAX,2026-07-25 11:53,70.00,66.00,5.00,120.00,29.86,0.00,FEW
LAX,2026-07-25 12:53,70.00,65.00,5.00,160.00,29.88,0.00,FEW
LAX,2026-07-25 13:53,70.00,65.00,4.00,160.00,29.90,0.00,FEW
LAX,2026-07-25 14:53,72.00,66.00,5.00,null,29.92,0.00,FEW
LAX,2026-07-25 15:53,75.00,66.00,0.00,0.00,29.93,0.00,FEW
LAX,2026-07-25 16:53,77.00,66.00,0.00,0.00,29.92,0.00,SCT
LAX,2026-07-25 17:53,76.00,66.00,8.00,250.00,29.93,0.00,FEW
LAX,2026-07-25 18:53,78.00,66.00,10.00,250.00,29.94,0.00,FEW
LAX,2026-07-25 19:53,76.00,66.00,9.00,260.00,29.92,0.00,FEW
LAX,2026-07-25 20:53,75.00,66.00,10.00,260.00,29.92,0.00,SCT
LAX,2026-07-25 21:53,78.00,66.00,10.00,260.00,29.91,0.00,FEW
LAX,2026-07-25 22:53,78.00,67.00,11.00,260.00,29.89,0.00,FEW
LAX,2026-07-25 23:53,78.00,67.00,10.00,250.00,29.88,0.00,FEW
LAX,2026-07-26 00:53,76.00,67.00,10.00,240.00,29.88,0.00,SCT
LAX,2026-07-26 01:53,74.00,65.00,9.00,260.00,29.88,0.00,SCT
LAX,2026-07-26 02:53,73.00,65.00,7.00,260.00,29.90,0.00,FEW
LAX,2026-07-26 03:53,72.00,65.00,7.00,270.00,29.91,0.00,FEW
LAX,2026-07-26 04:53,72.00,66.00,5.00,230.00,29.93,0.00,FEW
LAX,2026-07-26 05:53,72.00,67.00,0.00,0.00,29.94,0.00,FEW
LAX,2026-07-26 06:53,71.00,67.00,4.00,140.00,29.94,0.00,FEW
LAX,2026-07-26 07:53,71.00,66.00,0.00,0.00,29.93,0.00,FEW
LAX,2026-07-26 08:53,71.00,66.00,3.00,null,29.90,0.00,FEW
LAX,2026-07-26 09:53,70.00,66.00,0.00,0.00,29.89,0.00,FEW
LAX,2026-07-26 10:53,70.00,66.00,0.00,0.00,29.89,0.00,CLR
LAX,2026-07-26 11:53,70.00,67.00,7.00,280.00,29.90,0.00,FEW
LAX,2026-07-26 12:53,70.00,67.00,6.00,250.00,29.92,0.00,SCT
LAX,2026-07-26 13:53,70.00,67.00,6.00,290.00,29.93,0.00,BKN
LAX,2026-07-26 14:53,71.00,67.00,8.00,280.00,29.92,0.00,BKN
LAX,2026-07-26 15:53,73.00,66.00,7.00,240.00,29.91,0.00,FEW
LAX,2026-07-26 16:53,75.00,67.00,10.00,260.00,29.91,0.00,FEW
LAX,2026-07-26 17:53,75.00,66.00,7.00,220.00,29.92,0.00,FEW
LAX,2026-07-26 18:53,77.00,67.00,10.00,260.00,29.93,0.00,FEW
LAX,2026-07-26 19:53,79.00,66.00,8.00,230.00,29.95,0.00,FEW
LAX,2026-07-26 20:53,76.00,66.00,10.00,260.00,29.95,0.00,FEW
LAX,2026-07-26 21:53,77.00,65.00,10.00,270.00,29.93,0.00,FEW
LAX,2026-07-26 22:53,78.00,66.00,10.00,260.00,29.92,0.00,FEW
LAX,2026-07-26 23:53,77.00,66.00,10.00,260.00,29.90,0.00,FEW
LAX,2026-07-27 00:53,76.00,66.00,11.00,270.00,29.90,0.00,FEW
LAX,2026-07-27 01:53,74.00,65.00,12.00,250.00,29.89,0.00,FEW
LAX,2026-07-27 02:53,73.00,64.00,10.00,260.00,29.89,0.00,FEW
LAX,2026-07-27 03:53,71.00,66.00,7.00,250.00,29.90,0.00,FEW
LAX,2026-07-27 04:53,71.00,66.00,3.00,240.00,29.92,0.00,CLR
LAX,2026-07-27 05:53,72.00,65.00,4.00,270.00,29.93,0.00,FEW
LAX,2026-07-27 06:53,71.00,66.00,3.00,190.00,29.93,0.00,FEW
LAX,2026-07-27 07:53,71.00,67.00,0.00,0.00,29.93,0.00,FEW
LAX,2026-07-27 08:53,70.00,66.00,0.00,0.00,29.92,0.00,FEW
LAX,2026-07-27 09:53,70.00,66.00,0.00,0.00,29.92,0.00,FEW
LAX,2026-07-27 10:53,70.00,66.00,0.00,0.00,29.91,0.00,FEW
LAX,2026-07-27 11:53,69.00,66.00,0.00,0.00,29.91,0.00,FEW
LAX,2026-07-27 12:53,69.00,66.00,3.00,150.00,29.92,0.00,FEW
LAX,2026-07-27 14:53,72.00,67.00,3.00,90.00,29.95,0.00,SCT
LAX,2026-07-27 15:53,74.00,67.00,3.00,170.00,29.95,0.00,SCT
LAX,2026-07-27 16:53,79.00,66.00,3.00,null,29.94,0.00,FEW
LAX,2026-07-27 17:53,78.00,67.00,8.00,240.00,29.94,0.00,FEW
LAX,2026-07-27 18:53,78.00,67.00,10.00,260.00,29.95,0.00,FEW
LAX,2026-07-27 19:53,78.00,67.00,9.00,260.00,29.94,0.00,FEW
LAX,2026-07-27 20:53,77.00,67.00,11.00,260.00,29.92,0.00,FEW
LAX,2026-07-27 21:53,77.00,67.00,13.00,260.00,29.92,0.00,FEW
LAX,2026-07-27 22:53,77.00,66.00,12.00,270.00,29.90,0.00,FEW
LAX,2026-07-27 23:53,77.00,65.00,13.00,260.00,29.89,0.00,FEW
LAX,2026-07-28 00:53,75.00,65.00,11.00,250.00,29.87,0.00,FEW
LAX,2026-07-28 01:53,73.00,63.00,12.00,250.00,29.86,0.00,FEW
LAX,2026-07-28 02:53,71.00,62.00,9.00,250.00,29.86,0.00,FEW
LAX,2026-07-28 03:53,72.00,63.00,9.00,270.00,29.86,0.00,FEW
LAX,2026-07-28 04:53,71.00,64.00,6.00,230.00,29.87,0.00,CLR
LAX,2026-07-28 05:53,71.00,64.00,4.00,180.00,29.89,0.00,FEW
LAX,2026-07-28 06:53,71.00,62.00,0.00,0.00,29.91,0.00,FEW
LAX,2026-07-28 07:53,72.00,63.00,5.00,350.00,29.90,0.00,FEW
LAX,2026-07-28 08:53,70.00,64.00,0.00,0.00,29.89,0.00,FEW
LAX,2026-07-28 09:53,70.00,64.00,3.00,60.00,29.88,0.00,FEW
LAX,2026-07-28 10:53,70.00,65.00,4.00,140.00,29.87,0.00,FEW
LAX,2026-07-28 11:53,70.00,65.00,0.00,0.00,29.86,0.00,FEW
LAX,2026-07-28 12:53,70.00,65.00,4.00,120.00,29.87,0.00,FEW
LAX,2026-07-28 13:53,69.00,65.00,0.00,0.00,29.87,0.00,FEW
LAX,2026-07-28 14:53,72.00,65.00,0.00,0.00,29.87,0.00,FEW
LAX,2026-07-28 15:53,74.00,65.00,5.00,170.00,29.89,0.00,FEW
LAX,2026-07-28 16:53,76.00,65.00,8.00,280.00,29.90,0.00,FEW
LAX,2026-07-28 17:53,76.00,65.00,10.00,260.00,29.92,0.00,FEW
LAX,2026-07-28 18:53,77.00,65.00,9.00,260.00,29.91,0.00,FEW
LAX,2026-07-28 19:53,78.00,65.00,9.00,240.00,29.90,0.00,FEW
LAX,2026-07-28 20:53,78.00,65.00,8.00,250.00,29.88,0.00,FEW
LAX,2026-07-28 21:53,77.00,64.00,10.00,270.00,29.87,0.00,FEW
LAX,2026-07-28 22:53,76.00,66.00,11.00,260.00,29.85,0.00,FEW
LAX,2026-07-28 23:53,76.00,66.00,12.00,260.00,29.82,0.00,FEW
LAX,2026-07-29 00:53,75.00,66.00,14.00,270.00,29.80,0.00,FEW
LAX,2026-07-29 01:53,73.00,66.00,11.00,270.00,29.80,0.00,FEW
LAX,2026-07-29 02:53,71.00,65.00,10.00,250.00,29.81,0.00,FEW
LAX,2026-07-29 03:53,70.00,63.00,8.00,240.00,29.82,0.00,CLR
LAX,2026-07-29 04:53,70.00,63.00,7.00,240.00,29.84,0.00,CLR
LAX,2026-07-29 05:53,70.00,65.00,5.00,200.00,29.85,0.00,FEW
LAX,2026-07-29 06:53,70.00,64.00,5.00,180.00,29.86,0.00,FEW
LAX,2026-07-29 07:53,70.00,64.00,0.00,0.00,29.87,0.00,FEW
LAX,2026-07-29 08:53,69.00,64.00,4.00,360.00,29.86,0.00,FEW
LAX,2026-07-29 09:53,70.00,64.00,5.00,40.00,29.85,0.00,FEW
LAX,2026-07-29 10:53,70.00,63.00,7.00,100.00,29.85,0.00,FEW
LAX,2026-07-29 11:53,70.00,63.00,3.00,null,29.85,0.00,FEW
LAX,2026-07-29 12:53,71.00,63.00,0.00,0.00,29.86,0.00,FEW
LAX,2026-07-29 13:53,71.00,63.00,5.00,90.00,29.87,0.00,FEW
LAX,2026-07-29 14:53,71.00,63.00,3.00,null,29.88,0.00,FEW
LAX,2026-07-29 15:53,73.00,63.00,5.00,180.00,29.89,0.00,FEW
LAX,2026-07-29 16:53,76.00,62.00,4.00,null,29.88,0.00,FEW
LAX,2026-07-29 17:53,79.00,62.00,5.00,150.00,29.88,0.00,FEW
LAX,2026-07-29 18:53,77.00,64.00,10.00,250.00,29.88,0.00,FEW
LAX,2026-07-29 19:53,78.00,63.00,10.00,260.00,29.87,0.00,CLR
LAX,2026-07-29 20:53,77.00,64.00,12.00,260.00,29.86,0.00,CLR
LAX,2026-07-29 21:53,77.00,64.00,13.00,240.00,29.86,0.00,FEW
LAX,2026-07-29 22:53,76.00,65.00,14.00,250.00,29.84,0.00,FEW
LAX,2026-07-29 23:53,76.00,65.00,12.00,240.00,29.82,0.00,FEW
LAX,2026-07-30 00:53,74.00,66.00,13.00,250.00,29.82,0.00,FEW
LAX,2026-07-30 01:53,72.00,66.00,13.00,250.00,29.83,0.00,SCT
LAX,2026-07-30 02:53,70.00,65.00,10.00,270.00,29.84,0.00,SCT
LAX,2026-07-30 03:53,69.00,65.00,8.00,260.00,29.86,0.00,BKN
LAX,2026-07-30 04:53,69.00,65.00,7.00,240.00,29.89,0.00,BKN
LAX,2026-07-30 05:53,69.00,65.00,5.00,250.00,29.90,0.00,SCT
LAX,2026-07-30 06:53,69.00,65.00,5.00,270.00,29.92,0.00,FEW
LAX,2026-07-30 07:53,70.00,65.00,4.00,260.00,29.92,0.00,FEW
LAX,2026-07-30 08:53,70.00,64.00,3.00,80.00,29.92,0.00,FEW
LAX,2026-07-30 09:53,71.00,63.00,0.00,0.00,29.91,0.00,FEW
LAX,2026-07-30 10:53,71.00,63.00,5.00,130.00,29.89,0.00,FEW
LAX,2026-07-30 11:53,70.00,63.00,3.00,120.00,29.89,0.00,FEW
LAX,2026-07-30 12:53,70.00,63.00,3.00,130.00,29.90,0.00,FEW
LAX,2026-07-30 13:53,71.00,63.00,0.00,0.00,29.90,0.00,FEW
LAX,2026-07-30 14:53,72.00,64.00,0.00,0.00,29.91,0.00,FEW
LAX,2026-07-30 15:53,75.00,63.00,0.00,0.00,29.93,0.00,FEW
LAX,2026-07-30 16:53,75.00,64.00,10.00,270.00,29.93,0.00,FEW
LAX,2026-07-30 17:53,75.00,64.00,7.00,270.00,29.93,0.00,FEW
LAX,2026-07-30 18:53,77.00,65.00,11.00,250.00,29.93,0.00,FEW
LAX,2026-07-30 19:53,77.00,65.00,12.00,260.00,29.92,0.00,FEW
LAX,2026-07-30 20:53,77.00,65.00,11.00,250.00,29.92,0.00,CLR
LAX,2026-07-30 21:53,77.00,65.00,14.00,260.00,29.91,0.00,FEW
LAX,2026-07-30 22:53,76.00,65.00,15.00,260.00,29.90,0.00,FEW
LAX,2026-07-30 23:53,76.00,65.00,15.00,260.00,29.89,0.00,CLR
LAX,2026-07-31 00:53,74.00,66.00,12.00,260.00,29.89,0.00,FEW
LAX,2026-07-31 01:53,72.00,66.00,11.00,240.00,29.90,0.00,BKN
LAX,2026-07-31 02:53,69.00,65.00,11.00,250.00,29.92,0.00,OVC
LAX,2026-07-31 03:53,68.00,65.00,8.00,260.00,29.93,0.00,OVC
LAX,2026-07-31 04:53,67.00,64.00,6.00,270.00,29.95,0.00,BKN
LAX,2026-07-31 05:53,67.00,64.00,6.00,260.00,29.95,0.00,BKN
LAX,2026-07-31 06:53,68.00,64.00,3.00,260.00,29.94,0.00,BKN
LAX,2026-07-31 07:53,67.00,64.00,3.00,230.00,29.95,0.00,FEW
LAX,2026-07-31 08:53,67.00,65.00,0.00,0.00,29.96,0.00,FEW
LAX,2026-07-31 09:53,68.00,65.00,3.00,null,29.96,0.00,FEW
LAX,2026-07-31 10:53,68.00,65.00,3.00,170.00,29.96,0.00,FEW
LAX,2026-07-31 11:53,69.00,64.00,0.00,0.00,29.95,0.00,FEW
LAX,2026-07-31 12:53,68.00,64.00,0.00,0.00,29.95,0.00,FEW
LAX,2026-07-31 13:53,68.00,64.00,4.00,110.00,29.96,0.00,FEW
LAX,2026-07-31 14:53,70.00,64.00,0.00,0.00,29.97,0.00,FEW
LAX,2026-07-31 15:53,75.00,64.00,5.00,110.00,29.98,0.00,FEW
LAX,2026-07-31 16:53,78.00,64.00,0.00,0.00,29.96,0.00,FEW
LAX,2026-07-31 17:53,79.00,66.00,9.00,240.00,29.96,0.00,FEW
LAX,2026-07-31 18:53,77.00,65.00,11.00,270.00,29.96,0.00,FEW
LAX,2026-07-31 19:53,77.00,66.00,11.00,260.00,29.95,0.00,CLR
LAX,2026-07-31 20:53,78.00,66.00,13.00,250.00,29.94,0.00,FEW
LAX,2026-07-31 21:53,79.00,66.00,13.00,240.00,29.94,0.00,FEW
LAX,2026-07-31 22:53,77.00,66.00,13.00,260.00,29.93,0.00,FEW
LAX,2026-07-31 23:53,76.00,66.00,14.00,260.00,29.92,0.00,FEW
LAX,2026-08-01 00:53,75.00,66.00,14.00,270.00,29.90,0.00,FEW
LAX,2026-08-01 01:53,72.00,66.00,13.00,250.00,29.90,0.00,SCT
LAX,2026-08-01 02:53,70.00,66.00,9.00,240.00,29.91,0.00,SCT
LAX,2026-08-01 03:53,70.00,66.00,7.00,270.00,29.92,0.00,SCT
LAX,2026-08-01 04:53,69.00,65.00,4.00,250.00,29.94,0.00,SCT
LAX,2026-08-01 05:53,70.00,65.00,4.00,250.00,29.94,0.00,FEW
LAX,2026-08-01 06:53,70.00,65.00,3.00,230.00,29.94,0.00,FEW
LAX,2026-08-01 07:53,70.00,66.00,5.00,null,29.94,0.00,FEW
LAX,2026-08-01 08:53,69.00,64.00,0.00,0.00,29.94,0.00,FEW
LAX,2026-08-01 09:53,70.00,64.00,0.00,0.00,29.94,0.00,CLR
LAX,2026-08-01 10:53,68.00,64.00,0.00,0.00,29.94,0.00,FEW
LAX,2026-08-01 11:53,68.00,65.00,0.00,0.00,29.92,0.00,FEW
LAX,2026-08-01 12:53,68.00,64.00,0.00,0.00,29.92,0.00,FEW
LAX,2026-08-01 13:53,69.00,66.00,3.00,140.00,29.94,0.00,FEW
LAX,2026-08-01 14:53,71.00,66.00,0.00,0.00,29.95,0.00,FEW
LAX,2026-08-01 15:53,75.00,66.00,3.00,180.00,29.96,0.00,FEW
LAX,2026-08-01 16:53,77.00,66.00,3.00,null,29.96,0.00,FEW
LAX,2026-08-01 17:53,77.00,67.00,7.00,260.00,29.96,0.00,CLR
LAX,2026-08-01 18:53,79.00,67.00,7.00,280.00,29.95,0.00,CLR
LAX,2026-08-01 19:53,79.00,67.00,9.00,260.00,29.95,0.00,CLR
